ID;TypeOfEducation;IdeologicalBasisOfTheSchool;Schoolsize;Periods;SchoolsInstitutions_1;EnrolledPupilsStudents_2
9047;T001345;A041914;A041908;2013SJ00;20;6261
9048;T001345;A041914;A041908;2014SJ00;21;6620
9049;T001345;A041914;A041908;2015SJ00;19;5683
9050;T001345;A041914;A041908;2016SJ00;19;5291
9051;T001345;A041914;A041908;2017SJ00;21;5587
9052;T001345;A041914;A041908;2018SJ00;19;5338
9053;T001345;A041914;A041908;2019SJ00;18;5026
9054;T001345;A041914;A041908;2020SJ00;20;5777
9055;T001345;A041914;A041908;2021SJ00;21;6170
9056;T001345;A041914;A041909;1990SJ00;114;87278
9057;T001345;A041914;A041909;1991SJ00;109;83539
9058;T001345;A041914;A041909;1992SJ00;90;68386
9059;T001345;A041914;A041909;1993SJ00;79;61068
9060;T001345;A041914;A041909;1994SJ00;64;49292
9061;T001345;A041914;A041909;1995SJ00;45;34735
9062;T001345;A041914;A041909;1996SJ00;47;36038
9063;T001345;A041914;A041909;1997SJ00;49;37095
9064;T001345;A041914;A041909;1998SJ00;44;33352
9065;T001345;A041914;A041909;1999SJ00;44;32381
9066;T001345;A041914;A041909;2000SJ00;46;34774
9067;T001345;A041914;A041909;2001SJ00;41;31908
9068;T001345;A041914;A041909;2002SJ00;44;34224
9069;T001345;A041914;A041909;2003SJ00;45;35486
9070;T001345;A041914;A041909;2004SJ00;39;30739
9071;T001345;A041914;A041909;2005SJ00;39;30667
9072;T001345;A041914;A041909;2006SJ00;41;32366
9073;T001345;A041914;A041909;2007SJ00;39;30264
9074;T001345;A041914;A041909;2008SJ00;38;29112
9075;T001345;A041914;A041909;2009SJ00;38;29474
9076;T001345;A041914;A041909;2010SJ00;38;29956
9077;T001345;A041914;A041909;2011SJ00;37;29090
9078;T001345;A041914;A041909;2012SJ00;35;27228
9079;T001345;A041914;A041909;2013SJ00;32;25293
9080;T001345;A041914;A041909;2014SJ00;31;24746
9081;T001345;A041914;A041909;2015SJ00;33;26261
9082;T001345;A041914;A041909;2016SJ00;33;25862
9083;T001345;A041914;A041909;2017SJ00;35;27536
9084;T001345;A041914;A041909;2018SJ00;34;26218
9085;T001345;A041914;A041909;2019SJ00;36;28063
9086;T001345;A041914;A041909;2020SJ00;38;30017
9087;T001345;A041914;A041909;2021SJ00;39;30976
9088;T001345;A041914;A041910;1990SJ00;56;71001
9089;T001345;A041914;A041910;1991SJ00;58;73372
9090;T001345;A041914;A041910;1992SJ00;62;79792
9091;T001345;A041914;A041910;1993SJ00;69;93489
9092;T001345;A041914;A041910;1994SJ00;68;98459
9093;T001345;A041914;A041910;1995SJ00;69;100905
9094;T001345;A041914;A041910;1996SJ00;78;114466
9095;T001345;A041914;A041910;1997SJ00;78;112510
9096;T001345;A041914;A041910;1998SJ00;75;106208
9097;T001345;A041914;A041910;1999SJ00;88;124531
9098;T001345;A041914;A041910;2000SJ00;82;116432
9099;T001345;A041914;A041910;2001SJ00;80;114363
9100;T001345;A041914;A041910;2002SJ00;78;113301
9101;T001345;A041914;A041910;2003SJ00;74;109018
9102;T001345;A041914;A041910;2004SJ00;77;113011
9103;T001345;A041914;A041910;2005SJ00;76;111188
9104;T001345;A041914;A041910;2006SJ00;71;104220
9105;T001345;A041914;A041910;2007SJ00;64;92077
9106;T001345;A041914;A041910;2008SJ00;67;95545
9107;T001345;A041914;A041910;2009SJ00;68;97330
9108;T001345;A041914;A041910;2010SJ00;67;97812
9109;T001345;A041914;A041910;2011SJ00;67;96983
9110;T001345;A041914;A041910;2012SJ00;69;98305
9111;T001345;A041914;A041910;2013SJ00;67;95517
9112;T001345;A041914;A041910;2014SJ00;64;91328
9113;T001345;A041914;A041910;2015SJ00;62;88015
9114;T001345;A041914;A041910;2016SJ00;64;89948
9115;T001345;A041914;A041910;2017SJ00;65;92725
9116;T001345;A041914;A041910;2018SJ00;65;91461
9117;T001345;A041914;A041910;2019SJ00;66;95237
9118;T001345;A041914;A041910;2020SJ00;64;92925
9119;T001345;A041914;A041910;2021SJ00;65;95917
9120;T001345;A041914;A041911;1990SJ00;1;2059
9121;T001345;A041914;A041911;1991SJ00;0;0
9122;T001345;A041914;A041911;1992SJ00;1;2255
9123;T001345;A041914;A041911;1993SJ00;5;11290
9124;T001345;A041914;A041911;1994SJ00;10;27504
9125;T001345;A041914;A041911;1995SJ00;11;29535
9126;T001345;A041914;A041911;1996SJ00;14;37153
9127;T001345;A041914;A041911;1997SJ00;15;39321
9128;T001345;A041914;A041911;1998SJ00;19;48616
9129;T001345;A041914;A041911;1999SJ00;22;57085
9130;T001345;A041914;A041911;2000SJ00;24;64510
9131;T001345;A041914;A041911;2001SJ00;27;72179
9132;T001345;A041914;A041911;2002SJ00;28;75907
9133;T001345;A041914;A041911;2003SJ00;29;77847
9134;T001345;A041914;A041911;2004SJ00;32;86895
9135;T001345;A041914;A041911;2005SJ00;34;91443
9136;T001345;A041914;A041911;2006SJ00;37;99480
9137;T001345;A041914;A041911;2007SJ00;43;112643
9138;T001345;A041914;A041911;2008SJ00;42;111063
9139;T001345;A041914;A041911;2009SJ00;41;109981
9140;T001345;A041914;A041911;2010SJ00;41;111019
9141;T001345;A041914;A041911;2011SJ00;42;113813
9142;T001345;A041914;A041911;2012SJ00;42;111988
9143;T001345;A041914;A041911;2013SJ00;44;119225
9144;T001345;A041914;A041911;2014SJ00;48;132395
9145;T001345;A041914;A041911;2015SJ00;51;141349
9146;T001345;A041914;A041911;2016SJ00;51;143193
9147;T001345;A041914;A041911;2017SJ00;49;138908
9148;T001345;A041914;A041911;2018SJ00;48;132657
9149;T001345;A041914;A041911;2019SJ00;43;120702
9150;T001345;A041914;A041911;2020SJ00;42;115773
9151;T001345;A041914;A041911;2021SJ00;39;109122
9152;T001345;A041914;A041912;1990SJ00;0;0
9153;T001345;A041914;A041912;1991SJ00;0;0
9154;T001345;A041914;A041912;1992SJ00;0;0
9155;T001345;A041914;A041912;1993SJ00;0;0
9156;T001345;A041914;A041912;1994SJ00;0;0
9157;T001345;A041914;A041912;1995SJ00;0;0
9158;T001345;A041914;A041912;1996SJ00;0;0
9159;T001345;A041914;A041912;1997SJ00;0;0
9160;T001345;A041914;A041912;1998SJ00;1;5324
9161;T001345;A041914;A041912;1999SJ00;1;5040
9162;T001345;A041914;A041912;2000SJ00;0;0
9163;T001345;A041914;A041912;2001SJ00;0;0
9164;T001345;A041914;A041912;2002SJ00;0;0
9165;T001345;A041914;A041912;2003SJ00;0;0
9166;T001345;A041914;A041912;2004SJ00;0;0
9167;T001345;A041914;A041912;2005SJ00;0;0
9168;T001345;A041914;A041912;2006SJ00;0;0
9169;T001345;A041914;A041912;2007SJ00;0;0
9170;T001345;A041914;A041912;2008SJ00;0;0
9171;T001345;A041914;A041912;2009SJ00;0;0
9172;T001345;A041914;A041912;2010SJ00;0;0
9173;T001345;A041914;A041912;2011SJ00;0;0
9174;T001345;A041914;A041912;2012SJ00;1;5037
9175;T001345;A041914;A041912;2013SJ00;1;5036
9176;T001345;A041914;A041912;2014SJ00;0;0
9177;T001345;A041914;A041912;2015SJ00;0;0
9178;T001345;A041914;A041912;2016SJ00;0;0
9179;T001345;A041914;A041912;2017SJ00;0;0
9180;T001345;A041914;A041912;2018SJ00;1;5164
9181;T001345;A041914;A041912;2019SJ00;1;5133
9182;T001345;A041914;A041912;2020SJ00;1;5129
9183;T001345;A041914;A041912;2021SJ00;1;5158
9184;T001345;A041914;A041913;1990SJ00;0;0
9185;T001345;A041914;A041913;1991SJ00;0;0
9186;T001345;A041914;A041913;1992SJ00;0;0
9187;T001345;A041914;A041913;1993SJ00;0;0
9188;T001345;A041914;A041913;1994SJ00;0;0
9189;T001345;A041914;A041913;1995SJ00;0;0
9190;T001345;A041914;A041913;1996SJ00;0;0
9191;T001345;A041914;A041913;1997SJ00;0;0
9192;T001345;A041914;A041913;1998SJ00;0;0
9193;T001345;A041914;A041913;1999SJ00;0;0
9194;T001345;A041914;A041913;2000SJ00;0;0
9195;T001345;A041914;A041913;2001SJ00;0;0
9196;T001345;A041914;A041913;2002SJ00;0;0
9197;T001345;A041914;A041913;2003SJ00;0;0
9198;T001345;A041914;A041913;2004SJ00;0;0
9199;T001345;A041914;A041913;2005SJ00;0;0
9200;T001345;A041914;A041913;2006SJ00;0;0
9201;T001345;A041914;A041913;2007SJ00;0;0
9202;T001345;A041914;A041913;2008SJ00;0;0
9203;T001345;A041914;A041913;2009SJ00;0;0
9204;T001345;A041914;A041913;2010SJ00;0;0
9205;T001345;A041914;A041913;2011SJ00;0;0
9206;T001345;A041914;A041913;2012SJ00;0;0
9207;T001345;A041914;A041913;2013SJ00;0;0
9208;T001345;A041914;A041913;2014SJ00;0;0
9209;T001345;A041914;A041913;2015SJ00;0;0
9210;T001345;A041914;A041913;2016SJ00;0;0
9211;T001345;A041914;A041913;2017SJ00;0;0
9212;T001345;A041914;A041913;2018SJ00;0;0
9213;T001345;A041914;A041913;2019SJ00;0;0
9214;T001345;A041914;A041913;2020SJ00;0;0
9215;T001345;A041914;A041913;2021SJ00;0;0
9216;T001345;A041915;T001304;1990SJ00;1634;728430
9217;T001345;A041915;T001304;1991SJ00;1503;715887
9218;T001345;A041915;T001304;1992SJ00;1428;722595
9219;T001345;A041915;T001304;1993SJ00;1259;714977
9220;T001345;A041915;T001304;1994SJ00;1050;707450
9221;T001345;A041915;T001304;1995SJ00;858;712298
9222;T001345;A041915;T001304;1996SJ00;791;682506
9223;T001345;A041915;T001304;1997SJ00;754;677292
9224;T001345;A041915;T001304;1998SJ00;713;677746
9225;T001345;A041915;T001304;1999SJ00;656;659164
9226;T001345;A041915;T001304;2000SJ00;615;666231
9227;T001345;A041915;T001304;2001SJ00;570;672510
9228;T001345;A041915;T001304;2002SJ00;491;680099
9229;T001345;A041915;T001304;2003SJ00;489;689315
9230;T001345;A041915;T001304;2004SJ00;482;695196
9231;T001345;A041915;T001304;2005SJ00;480;698172
9232;T001345;A041915;T001304;2006SJ00;473;698435
9233;T001345;A041915;T001304;2007SJ00;472;698663
9234;T001345;A041915;T001304;2008SJ00;473;691807
9235;T001345;A041915;T001304;2009SJ00;470;690693
9236;T001345;A041915;T001304;2010SJ00;473;693806
9237;T001345;A041915;T001304;2011SJ00;474;701915
9238;T001345;A041915;T001304;2012SJ00;472;710910
9239;T001345;A041915;T001304;2013SJ00;471;718954
9240;T001345;A041915;T001304;2014SJ00;471;727246
9241;T001345;A041915;T001304;2015SJ00;467;731349
9242;T001345;A041915;T001304;2016SJ00;462;728552
9243;T001345;A041915;T001304;2017SJ00;465;718236
9244;T001345;A041915;T001304;2018SJ00;462;704622
9245;T001345;A041915;T001304;2019SJ00;466;693463
9246;T001345;A041915;T001304;2020SJ00;464;681944
9247;T001345;A041915;T001304;2021SJ00;460;679729
9248;T001345;A041915;A041906;1990SJ00;206;10380
9249;T001345;A041915;A041906;1991SJ00;187;9706
9250;T001345;A041915;A041906;1992SJ00;183;9692
9251;T001345;A041915;A041906;1993SJ00;193;10639
9252;T001345;A041915;A041906;1994SJ00;173;9175
9253;T001345;A041915;A041906;1995SJ00;150;8260
9254;T001345;A041915;A041906;1996SJ00;141;8155
9255;T001345;A041915;A041906;1997SJ00;132;7762
9256;T001345;A041915;A041906;1998SJ00;124;7372
9257;T001345;A041915;A041906;1999SJ00;109;6447
9258;T001345;A041915;A041906;2000SJ00;96;6073
9259;T001345;A041915;A041906;2001SJ00;56;3575
9260;T001345;A041915;A041906;2002SJ00;22;1803
9261;T001345;A041915;A041906;2003SJ00;15;1050
9262;T001345;A041915;A041906;2004SJ00;15;1169
9263;T001345;A041915;A041906;2005SJ00;12;857
9264;T001345;A041915;A041906;2006SJ00;15;1151
9265;T001345;A041915;A041906;2007SJ00;13;886
9266;T001345;A041915;A041906;2008SJ00;15;1053
9267;T001345;A041915;A041906;2009SJ00;16;1291
9268;T001345;A041915;A041906;2010SJ00;14;1104
9269;T001345;A041915;A041906;2011SJ00;12;961
9270;T001345;A041915;A041906;2012SJ00;13;1076
9271;T001345;A041915;A041906;2013SJ00;11;848
9272;T001345;A041915;A041906;2014SJ00;7;547
9273;T001345;A041915;A041906;2015SJ00;6;418
9274;T001345;A041915;A041906;2016SJ00;9;623
9275;T001345;A041915;A041906;2017SJ00;10;735
9276;T001345;A041915;A041906;2018SJ00;8;581
9277;T001345;A041915;A041906;2019SJ00;12;825
9278;T001345;A041915;A041906;2020SJ00;7;456
9279;T001345;A041915;A041906;2021SJ00;3;221
9280;T001345;A041915;A041907;1990SJ00;268;41521
9281;T001345;A041915;A041907;1991SJ00;212;32368
9282;T001345;A041915;A041907;1992SJ00;183;27592
9283;T001345;A041915;A041907;1993SJ00;114;16978
9284;T001345;A041915;A041907;1994SJ00;72;10415
9285;T001345;A041915;A041907;1995SJ00;63;8823
9286;T001345;A041915;A041907;1996SJ00;64;9276
9287;T001345;A041915;A041907;1997SJ00;69;9933
9288;T001345;A041915;A041907;1998SJ00;76;10941
9289;T001345;A041915;A041907;1999SJ00;75;10713
9290;T001345;A041915;A041907;2000SJ00;72;10613
9291;T001345;A041915;A041907;2001SJ00;77;11062
9292;T001345;A041915;A041907;2002SJ00;51;7620
9293;T001345;A041915;A041907;2003SJ00;53;7860
9294;T001345;A041915;A041907;2004SJ00;49;7519
9295;T001345;A041915;A041907;2005SJ00;49;7338
9296;T001345;A041915;A041907;2006SJ00;48;7340
9297;T001345;A041915;A041907;2007SJ00;53;8119
9298;T001345;A041915;A041907;2008SJ00;50;7664
9299;T001345;A041915;A041907;2009SJ00;48;7378
9300;T001345;A041915;A041907;2010SJ00;52;8125
9301;T001345;A041915;A041907;2011SJ00;53;8119
9302;T001345;A041915;A041907;2012SJ00;50;7734
9303;T001345;A041915;A041907;2013SJ00;54;8289
9304;T001345;A041915;A041907;2014SJ00;55;8788
9305;T001345;A041915;A041907;2015SJ00;47;7379
9306;T001345;A041915;A041907;2016SJ00;45;7159
9307;T001345;A041915;A041907;2017SJ00;48;7626
9308;T001345;A041915;A041907;2018SJ00;48;7625
9309;T001345;A041915;A041907;2019SJ00;43;7017
9310;T001345;A041915;A041907;2020SJ00;45;7135
9311;T001345;A041915;A041907;2021SJ00;45;7014
9312;T001345;A041915;A041908;1990SJ00;651;212766
9313;T001345;A041915;A041908;1991SJ00;585;192290
9314;T001345;A041915;A041908;1992SJ00;527;175028
9315;T001345;A041915;A041908;1993SJ00;417;142517
9316;T001345;A041915;A041908;1994SJ00;281;97066
9317;T001345;A041915;A041908;1995SJ00;178;61856
9318;T001345;A041915;A041908;1996SJ00;156;53314
9319;T001345;A041915;A041908;1997SJ00;134;45078
9320;T001345;A041915;A041908;1998SJ00;105;35638
9321;T001345;A041915;A041908;1999SJ00;89;29978
9322;T001345;A041915;A041908;2000SJ00;73;24250
9323;T001345;A041915;A041908;2001SJ00;74;24271
9324;T001345;A041915;A041908;2002SJ00;57;18987
9325;T001345;A041915;A041908;2003SJ00;56;18311
9326;T001345;A041915;A041908;2004SJ00;56;17899
9327;T001345;A041915;A041908;2005SJ00;61;19523
9328;T001345;A041915;A041908;2006SJ00;58;18398
9329;T001345;A041915;A041908;2007SJ00;54;17704
9330;T001345;A041915;A041908;2008SJ00;53;16328
9331;T001345;A041915;A041908;2009SJ00;56;17851
9332;T001345;A041915;A041908;2010SJ00;55;17371
9333;T001345;A041915;A041908;2011SJ00;57;18356
9334;T001345;A041915;A041908;2012SJ00;58;18429
9335;T001345;A041915;A041908;2013SJ00;53;16479
9336;T001345;A041915;A041908;2014SJ00;55;17499
9337;T001345;A041915;A041908;2015SJ00;61;18695
9338;T001345;A041915;A041908;2016SJ00;55;16375
9339;T001345;A041915;A041908;2017SJ00;55;16874
9340;T001345;A041915;A041908;2018SJ00;59;18122
9341;T001345;A041915;A041908;2019SJ00;62;18717
9342;T001345;A041915;A041908;2020SJ00;64;19488
9343;T001345;A041915;A041908;2021SJ00;66;19987
9344;T001345;A041915;A041909;1990SJ00;332;238022
9345;T001345;A041915;A041909;1991SJ00;331;239872
9346;T001345;A041915;A041909;1992SJ00;329;239823
9347;T001345;A041915;A041909;1993SJ00;302;220890
9348;T001345;A041915;A041909;1994SJ00;269;198152
9349;T001345;A041915;A041909;1995SJ00;184;138024
9350;T001345;A041915;A041909;1996SJ00;156;118735
9351;T001345;A041915;A041909;1997SJ00;139;106615
9352;T001345;A041915;A041909;1998SJ00;115;87272
9353;T001345;A041915;A041909;1999SJ00;98;74414
9354;T001345;A041915;A041909;2000SJ00;88;67341
9355;T001345;A041915;A041909;2001SJ00;80;61901
9356;T001345;A041915;A041909;2002SJ00;73;55331
9357;T001345;A041915;A041909;2003SJ00;79;60967
9358;T001345;A041915;A041909;2004SJ00;77;60315
9359;T001345;A041915;A041909;2005SJ00;76;60411
9360;T001345;A041915;A041909;2006SJ00;72;56531
9361;T001345;A041915;A041909;2007SJ00;73;57435
9362;T001345;A041915;A041909;2008SJ00;77;58561
9363;T001345;A041915;A041909;2009SJ00;72;55246
9364;T001345;A041915;A041909;2010SJ00;70;53586
9365;T001345;A041915;A041909;2011SJ00;67;51157
9366;T001345;A041915;A041909;2012SJ00;64;49076
9367;T001345;A041915;A041909;2013SJ00;66;50581
9368;T001345;A041915;A041909;2014SJ00;64;48667
9369;T001345;A041915;A041909;2015SJ00;65;49163
9370;T001345;A041915;A041909;2016SJ00;58;42782
9371;T001345;A041915;A041909;2017SJ00;58;43884
9372;T001345;A041915;A041909;2018SJ00;55;42878
9373;T001345;A041915;A041909;2019SJ00;59;46038
9374;T001345;A041915;A041909;2020SJ00;64;49964
9375;T001345;A041915;A041909;2021SJ00;68;53061
9376;T001345;A041915;A041910;1990SJ00;173;217249
9377;T001345;A041915;A041910;1991SJ00;183;230490
9378;T001345;A041915;A041910;1992SJ00;198;251722
9379;T001345;A041915;A041910;1993SJ00;217;284697
9380;T001345;A041915;A041910;1994SJ00;218;294240
9381;T001345;A041915;A041910;1995SJ00;207;289213
9382;T001345;A041915;A041910;1996SJ00;196;277130
9383;T001345;A041915;A041910;1997SJ00;197;282052
9384;T001345;A041915;A041910;1998SJ00;206;296834
9385;T001345;A041915;A041910;1999SJ00;186;268590
9386;T001345;A041915;A041910;2000SJ00;175;251497
9387;T001345;A041915;A041910;2001SJ00;166;239717
9388;T001345;A041915;A041910;2002SJ00;161;231582
9389;T001345;A041915;A041910;2003SJ00;158;229813
9390;T001345;A041915;A041910;2004SJ00;151;218143
9391;T001345;A041915;A041910;2005SJ00;146;215089
9392;T001345;A041915;A041910;2006SJ00;140;206023
9393;T001345;A041915;A041910;2007SJ00;140;208678
9394;T001345;A041915;A041910;2008SJ00;144;216017
9395;T001345;A041915;A041910;2009SJ00;143;213651
9396;T001345;A041915;A041910;2010SJ00;148;220610
9397;T001345;A041915;A041910;2011SJ00;149;223051
9398;T001345;A041915;A041910;2012SJ00;143;211952
9399;T001345;A041915;A041910;2013SJ00;145;218127
9400;T001345;A041915;A041910;2014SJ00;145;215767
9401;T001345;A041915;A041910;2015SJ00;142;212890
9402;T001345;A041915;A041910;2016SJ00;145;213311
9403;T001345;A041915;A041910;2017SJ00;152;225968
9404;T001345;A041915;A041910;2018SJ00;160;240510
9405;T001345;A041915;A041910;2019SJ00;159;236335
9406;T001345;A041915;A041910;2020SJ00;157;232147
9407;T001345;A041915;A041910;2021SJ00;155;229507
9408;T001345;A041915;A041911;1990SJ00;4;8492
9409;T001345;A041915;A041911;1991SJ00;5;11161
9410;T001345;A041915;A041911;1992SJ00;8;18738
9411;T001345;A041915;A041911;1993SJ00;16;39256
9412;T001345;A041915;A041911;1994SJ00;37;98402
9413;T001345;A041915;A041911;1995SJ00;76;206122
9414;T001345;A041915;A041911;1996SJ00;78;215896
9415;T001345;A041915;A041911;1997SJ00;83;225852
9416;T001345;A041915;A041911;1998SJ00;87;239689
9417;T001345;A041915;A041911;1999SJ00;98;263949
9418;T001345;A041915;A041911;2000SJ00;109;296015
9419;T001345;A041915;A041911;2001SJ00;115;317663
9420;T001345;A041915;A041911;2002SJ00;125;349557
9421;T001345;A041915;A041911;2003SJ00;126;355645
9422;T001345;A041915;A041911;2004SJ00;130;363904
9423;T001345;A041915;A041911;2005SJ00;132;368247
9424;T001345;A041915;A041911;2006SJ00;138;392896
9425;T001345;A041915;A041911;2007SJ00;137;390552
9426;T001345;A041915;A041911;2008SJ00;132;377736
9427;T001345;A041915;A041911;2009SJ00;132;375895
9428;T001345;A041915;A041911;2010SJ00;130;368950
9429;T001345;A041915;A041911;2011SJ00;132;376337
9430;T001345;A041915;A041911;2012SJ00;140;398402
9431;T001345;A041915;A041911;2013SJ00;137;395247
9432;T001345;A041915;A041911;2014SJ00;139;401085
9433;T001345;A041915;A041911;2015SJ00;138;396730
9434;T001345;A041915;A041911;2016SJ00;144;412641
9435;T001345;A041915;A041911;2017SJ00;136;388467
9436;T001345;A041915;A041911;2018SJ00;128;371063
9437;T001345;A041915;A041911;2019SJ00;129;370980
9438;T001345;A041915;A041911;2020SJ00;125;358897
9439;T001345;A041915;A041911;2021SJ00;121;351560
9440;T001345;A041915;A041912;1990SJ00;0;0
9441;T001345;A041915;A041912;1991SJ00;0;0
9442;T001345;A041915;A041912;1992SJ00;0;0
9443;T001345;A041915;A041912;1993SJ00;0;0
9444;T001345;A041915;A041912;1994SJ00;0;0
9445;T001345;A041915;A041912;1995SJ00;0;0
9446;T001345;A041915;A041912;1996SJ00;0;0
9447;T001345;A041915;A041912;1997SJ00;0;0
9448;T001345;A041915;A041912;1998SJ00;0;0
9449;T001345;A041915;A041912;1999SJ00;1;5073
9450;T001345;A041915;A041912;2000SJ00;2;10442
9451;T001345;A041915;A041912;2001SJ00;2;14321
9452;T001345;A041915;A041912;2002SJ00;2;15219
9453;T001345;A041915;A041912;2003SJ00;2;15669
9454;T001345;A041915;A041912;2004SJ00;3;16022
9455;T001345;A041915;A041912;2005SJ00;3;16216
9456;T001345;A041915;A041912;2006SJ00;1;6027
9457;T001345;A041915;A041912;2007SJ00;2;15289
9458;T001345;A041915;A041912;2008SJ00;2;14448
9459;T001345;A041915;A041912;2009SJ00;3;19381
9460;T001345;A041915;A041912;2010SJ00;4;24060
9461;T001345;A041915;A041912;2011SJ00;4;23934
9462;T001345;A041915;A041912;2012SJ00;4;24241
9463;T001345;A041915;A041912;2013SJ00;5;29383
9464;T001345;A041915;A041912;2014SJ00;6;34893
9465;T001345;A041915;A041912;2015SJ00;8;46074
9466;T001345;A041915;A041912;2016SJ00;6;35661
9467;T001345;A041915;A041912;2017SJ00;6;34682
9468;T001345;A041915;A041912;2018SJ00;4;23843
9469;T001345;A041915;A041912;2019SJ00;2;13551
9470;T001345;A041915;A041912;2020SJ00;2;13857
9471;T001345;A041915;A041912;2021SJ00;1;5368
9472;T001345;A041915;A041913;1990SJ00;0;0
9473;T001345;A041915;A041913;1991SJ00;0;0
9474;T001345;A041915;A041913;1992SJ00;0;0
9475;T001345;A041915;A041913;1993SJ00;0;0
9476;T001345;A041915;A041913;1994SJ00;0;0
9477;T001345;A041915;A041913;1995SJ00;0;0
9478;T001345;A041915;A041913;1996SJ00;0;0
9479;T001345;A041915;A041913;1997SJ00;0;0
9480;T001345;A041915;A041913;1998SJ00;0;0
9481;T001345;A041915;A041913;1999SJ00;0;0
9482;T001345;A041915;A041913;2000SJ00;0;0
9483;T001345;A041915;A041913;2001SJ00;0;0
9484;T001345;A041915;A041913;2002SJ00;0;0
9485;T001345;A041915;A041913;2003SJ00;0;0
9486;T001345;A041915;A041913;2004SJ00;1;10225
9487;T001345;A041915;A041913;2005SJ00;1;10491
9488;T001345;A041915;A041913;2006SJ00;1;10069
9489;T001345;A041915;A041913;2007SJ00;0;0
9490;T001345;A041915;A041913;2008SJ00;0;0
9491;T001345;A041915;A041913;2009SJ00;0;0
9492;T001345;A041915;A041913;2010SJ00;0;0
9493;T001345;A041915;A041913;2011SJ00;0;0
9494;T001345;A041915;A041913;2012SJ00;0;0
9495;T001345;A041915;A041913;2013SJ00;0;0
9496;T001345;A041915;A041913;2014SJ00;0;0
9497;T001345;A041915;A041913;2015SJ00;0;0
9498;T001345;A041915;A041913;2016SJ00;0;0
9499;T001345;A041915;A041913;2017SJ00;0;0
9500;T001345;A041915;A041913;2018SJ00;0;0
9501;T001345;A041915;A041913;2019SJ00;0;0
9502;T001345;A041915;A041913;2020SJ00;0;0
9503;T001345;A041915;A041913;2021SJ00;1;13011
9504;T001345;A041916;T001304;1990SJ00;579;248724
9505;T001345;A041916;T001304;1991SJ00;516;237791
9506;T001345;A041916;T001304;1992SJ00;479;232398
9507;T001345;A041916;T001304;1993SJ00;407;227712
9508;T001345;A041916;T001304;1994SJ00;308;227771
9509;T001345;A041916;T001304;1995SJ00;249;217787
9510;T001345;A041916;T001304;1996SJ00;235;217344
9511;T001345;A041916;T001304;1997SJ00;224;214430
9512;T001345;A041916;T001304;1998SJ00;214;217527
9513;T001345;A041916;T001304;1999SJ00;206;226601
9514;T001345;A041916;T001304;2000SJ00;188;219941
9515;T001345;A041916;T001304;2001SJ00;168;214782
9516;T001345;A041916;T001304;2002SJ00;147;216817
9517;T001345;A041916;T001304;2003SJ00;147;214311
9518;T001345;A041916;T001304;2004SJ00;144;212908
9519;T001345;A041916;T001304;2005SJ00;144;213637
9520;T001345;A041916;T001304;2006SJ00;142;214728
9521;T001345;A041916;T001304;2007SJ00;139;209560
9522;T001345;A041916;T001304;2008SJ00;140;209034
9523;T001345;A041916;T001304;2009SJ00;139;210126
9524;T001345;A041916;T001304;2010SJ00;140;211285
9525;T001345;A041916;T001304;2011SJ00;139;212532
9526;T001345;A041916;T001304;2012SJ00;136;209849
9527;T001345;A041916;T001304;2013SJ00;135;211642
9528;T001345;A041916;T001304;2014SJ00;133;212765
9529;T001345;A041916;T001304;2015SJ00;132;213465
9530;T001345;A041916;T001304;2016SJ00;132;213362
9531;T001345;A041916;T001304;2017SJ00;133;211382
9532;T001345;A041916;T001304;2018SJ00;133;208065
9533;T001345;A041916;T001304;2019SJ00;131;203970
9534;T001345;A041916;T001304;2020SJ00;129;199490
9535;T001345;A041916;T001304;2021SJ00;129;200032
9536;T001345;A041916;A041906;1990SJ00;86;3943
9537;T001345;A041916;A041906;1991SJ00;77;3752
9538;T001345;A041916;A041906;1992SJ00;73;3711
9539;T001345;A041916;A041906;1993SJ00;77;4171
9540;T001345;A041916;A041906;1994SJ00;72;3793
9541;T001345;A041916;A041906;1995SJ00;66;3627
9542;T001345;A041916;A041906;1996SJ00;63;3614
9543;T001345;A041916;A041906;1997SJ00;60;3541
9544;T001345;A041916;A041906;1998SJ00;55;3278
9545;T001345;A041916;A041906;1999SJ00;49;2770
9546;T001345;A041916;A041906;2000SJ00;38;2309
9547;T001345;A041916;A041906;2001SJ00;21;1332
9548;T001345;A041916;A041906;2002SJ00;9;770
9549;T001345;A041916;A041906;2003SJ00;8;638
9550;T001345;A041916;A041906;2004SJ00;8;711
9551;T001345;A041916;A041906;2005SJ00;7;576
9552;T001345;A041916;A041906;2006SJ00;7;633
9553;T001345;A041916;A041906;2007SJ00;5;381
9554;T001345;A041916;A041906;2008SJ00;6;403
9555;T001345;A041916;A041906;2009SJ00;5;455
9556;T001345;A041916;A041906;2010SJ00;5;458
9557;T001345;A041916;A041906;2011SJ00;4;353
9558;T001345;A041916;A041906;2012SJ00;4;374
9559;T001345;A041916;A041906;2013SJ00;2;161
9560;T001345;A041916;A041906;2014SJ00;2;193
9561;T001345;A041916;A041906;2015SJ00;2;176
9562;T001345;A041916;A041906;2016SJ00;3;263
9563;T001345;A041916;A041906;2017SJ00;3;276
9564;T001345;A041916;A041906;2018SJ00;4;330
9565;T001345;A041916;A041906;2019SJ00;4;307
9566;T001345;A041916;A041906;2020SJ00;3;210
