ID;TypeOfEducation;IdeologicalBasisOfTheSchool;Schoolsize;Periods;SchoolsInstitutions_1;EnrolledPupilsStudents_2
9567;T001345;A041916;A041906;2021SJ00;1;98
9568;T001345;A041916;A041907;1990SJ00;97;15100
9569;T001345;A041916;A041907;1991SJ00;82;12728
9570;T001345;A041916;A041907;1992SJ00;75;11594
9571;T001345;A041916;A041907;1993SJ00;46;7029
9572;T001345;A041916;A041907;1994SJ00;16;2240
9573;T001345;A041916;A041907;1995SJ00;17;2373
9574;T001345;A041916;A041907;1996SJ00;17;2397
9575;T001345;A041916;A041907;1997SJ00;17;2381
9576;T001345;A041916;A041907;1998SJ00;20;2693
9577;T001345;A041916;A041907;1999SJ00;23;3054
9578;T001345;A041916;A041907;2000SJ00;23;3123
9579;T001345;A041916;A041907;2001SJ00;26;3567
9580;T001345;A041916;A041907;2002SJ00;18;2438
9581;T001345;A041916;A041907;2003SJ00;20;2733
9582;T001345;A041916;A041907;2004SJ00;19;2800
9583;T001345;A041916;A041907;2005SJ00;18;2618
9584;T001345;A041916;A041907;2006SJ00;17;2436
9585;T001345;A041916;A041907;2007SJ00;20;2796
9586;T001345;A041916;A041907;2008SJ00;20;2849
9587;T001345;A041916;A041907;2009SJ00;20;2862
9588;T001345;A041916;A041907;2010SJ00;21;3060
9589;T001345;A041916;A041907;2011SJ00;22;3282
9590;T001345;A041916;A041907;2012SJ00;21;3063
9591;T001345;A041916;A041907;2013SJ00;23;3233
9592;T001345;A041916;A041907;2014SJ00;24;3733
9593;T001345;A041916;A041907;2015SJ00;20;3185
9594;T001345;A041916;A041907;2016SJ00;19;3072
9595;T001345;A041916;A041907;2017SJ00;19;3053
9596;T001345;A041916;A041907;2018SJ00;16;2616
9597;T001345;A041916;A041907;2019SJ00;15;2515
9598;T001345;A041916;A041907;2020SJ00;14;2233
9599;T001345;A041916;A041907;2021SJ00;16;2512
9600;T001345;A041916;A041908;1990SJ00;232;72017
9601;T001345;A041916;A041908;1991SJ00;193;60115
9602;T001345;A041916;A041908;1992SJ00;167;53248
9603;T001345;A041916;A041908;1993SJ00;120;39554
9604;T001345;A041916;A041908;1994SJ00;61;20324
9605;T001345;A041916;A041908;1995SJ00;35;12229
9606;T001345;A041916;A041908;1996SJ00;30;10182
9607;T001345;A041916;A041908;1997SJ00;28;9609
9608;T001345;A041916;A041908;1998SJ00;22;7814
9609;T001345;A041916;A041908;1999SJ00;17;5781
9610;T001345;A041916;A041908;2000SJ00;15;5450
9611;T001345;A041916;A041908;2001SJ00;14;5009
9612;T001345;A041916;A041908;2002SJ00;12;4286
9613;T001345;A041916;A041908;2003SJ00;11;3826
9614;T001345;A041916;A041908;2004SJ00;10;3333
9615;T001345;A041916;A041908;2005SJ00;12;3776
9616;T001345;A041916;A041908;2006SJ00;13;4282
9617;T001345;A041916;A041908;2007SJ00;13;4509
9618;T001345;A041916;A041908;2008SJ00;13;4213
9619;T001345;A041916;A041908;2009SJ00;12;3856
9620;T001345;A041916;A041908;2010SJ00;12;3879
9621;T001345;A041916;A041908;2011SJ00;13;4247
9622;T001345;A041916;A041908;2012SJ00;13;4222
9623;T001345;A041916;A041908;2013SJ00;13;4138
9624;T001345;A041916;A041908;2014SJ00;11;3750
9625;T001345;A041916;A041908;2015SJ00;14;4082
9626;T001345;A041916;A041908;2016SJ00;11;3145
9627;T001345;A041916;A041908;2017SJ00;11;3125
9628;T001345;A041916;A041908;2018SJ00;14;4027
9629;T001345;A041916;A041908;2019SJ00;12;3133
9630;T001345;A041916;A041908;2020SJ00;13;3395
9631;T001345;A041916;A041908;2021SJ00;12;3141
9632;T001345;A041916;A041909;1990SJ00;102;76020
9633;T001345;A041916;A041909;1991SJ00;96;72138
9634;T001345;A041916;A041909;1992SJ00;97;73259
9635;T001345;A041916;A041909;1993SJ00;85;64690
9636;T001345;A041916;A041909;1994SJ00;72;53829
9637;T001345;A041916;A041909;1995SJ00;49;37936
9638;T001345;A041916;A041909;1996SJ00;45;34651
9639;T001345;A041916;A041909;1997SJ00;36;28139
9640;T001345;A041916;A041909;1998SJ00;33;25757
9641;T001345;A041916;A041909;1999SJ00;26;19847
9642;T001345;A041916;A041909;2000SJ00;24;18851
9643;T001345;A041916;A041909;2001SJ00;22;16926
9644;T001345;A041916;A041909;2002SJ00;22;16775
9645;T001345;A041916;A041909;2003SJ00;23;17635
9646;T001345;A041916;A041909;2004SJ00;22;16417
9647;T001345;A041916;A041909;2005SJ00;23;17883
9648;T001345;A041916;A041909;2006SJ00;21;16396
9649;T001345;A041916;A041909;2007SJ00;20;16013
9650;T001345;A041916;A041909;2008SJ00;20;15477
9651;T001345;A041916;A041909;2009SJ00;19;14139
9652;T001345;A041916;A041909;2010SJ00;17;12469
9653;T001345;A041916;A041909;2011SJ00;15;11163
9654;T001345;A041916;A041909;2012SJ00;15;11146
9655;T001345;A041916;A041909;2013SJ00;14;10798
9656;T001345;A041916;A041909;2014SJ00;13;10030
9657;T001345;A041916;A041909;2015SJ00;13;9733
9658;T001345;A041916;A041909;2016SJ00;14;10373
9659;T001345;A041916;A041909;2017SJ00;15;11489
9660;T001345;A041916;A041909;2018SJ00;17;13713
9661;T001345;A041916;A041909;2019SJ00;20;15700
9662;T001345;A041916;A041909;2020SJ00;23;18262
9663;T001345;A041916;A041909;2021SJ00;25;19830
9664;T001345;A041916;A041910;1990SJ00;59;75388
9665;T001345;A041916;A041910;1991SJ00;65;82759
9666;T001345;A041916;A041910;1992SJ00;64;83782
9667;T001345;A041916;A041910;1993SJ00;72;96438
9668;T001345;A041916;A041910;1994SJ00;69;97134
9669;T001345;A041916;A041910;1995SJ00;52;77624
9670;T001345;A041916;A041910;1996SJ00;49;75141
9671;T001345;A041916;A041910;1997SJ00;49;73129
9672;T001345;A041916;A041910;1998SJ00;49;74681
9673;T001345;A041916;A041910;1999SJ00;50;76641
9674;T001345;A041916;A041910;2000SJ00;45;67648
9675;T001345;A041916;A041910;2001SJ00;40;59719
9676;T001345;A041916;A041910;2002SJ00;40;59155
9677;T001345;A041916;A041910;2003SJ00;40;59937
9678;T001345;A041916;A041910;2004SJ00;39;57080
9679;T001345;A041916;A041910;2005SJ00;37;55145
9680;T001345;A041916;A041910;2006SJ00;38;57384
9681;T001345;A041916;A041910;2007SJ00;35;53304
9682;T001345;A041916;A041910;2008SJ00;37;57227
9683;T001345;A041916;A041910;2009SJ00;38;57904
9684;T001345;A041916;A041910;2010SJ00;38;56749
9685;T001345;A041916;A041910;2011SJ00;37;55718
9686;T001345;A041916;A041910;2012SJ00;35;52715
9687;T001345;A041916;A041910;2013SJ00;37;57571
9688;T001345;A041916;A041910;2014SJ00;36;55294
9689;T001345;A041916;A041910;2015SJ00;35;53764
9690;T001345;A041916;A041910;2016SJ00;33;49515
9691;T001345;A041916;A041910;2017SJ00;33;49851
9692;T001345;A041916;A041910;2018SJ00;36;57181
9693;T001345;A041916;A041910;2019SJ00;34;53609
9694;T001345;A041916;A041910;2020SJ00;32;51875
9695;T001345;A041916;A041910;2021SJ00;32;52407
9696;T001345;A041916;A041911;1990SJ00;3;6256
9697;T001345;A041916;A041911;1991SJ00;3;6299
9698;T001345;A041916;A041911;1992SJ00;3;6804
9699;T001345;A041916;A041911;1993SJ00;7;15830
9700;T001345;A041916;A041911;1994SJ00;18;50451
9701;T001345;A041916;A041911;1995SJ00;30;83998
9702;T001345;A041916;A041911;1996SJ00;31;91359
9703;T001345;A041916;A041911;1997SJ00;34;97631
9704;T001345;A041916;A041911;1998SJ00;35;103304
9705;T001345;A041916;A041911;1999SJ00;40;113435
9706;T001345;A041916;A041911;2000SJ00;42;117264
9707;T001345;A041916;A041911;2001SJ00;44;122747
9708;T001345;A041916;A041911;2002SJ00;45;127696
9709;T001345;A041916;A041911;2003SJ00;44;123736
9710;T001345;A041916;A041911;2004SJ00;45;126632
9711;T001345;A041916;A041911;2005SJ00;46;127634
9712;T001345;A041916;A041911;2006SJ00;45;127570
9713;T001345;A041916;A041911;2007SJ00;45;126586
9714;T001345;A041916;A041911;2008SJ00;43;122989
9715;T001345;A041916;A041911;2009SJ00;44;125034
9716;T001345;A041916;A041911;2010SJ00;46;128964
9717;T001345;A041916;A041911;2011SJ00;47;132169
9718;T001345;A041916;A041911;2012SJ00;47;132807
9719;T001345;A041916;A041911;2013SJ00;45;130459
9720;T001345;A041916;A041911;2014SJ00;46;134562
9721;T001345;A041916;A041911;2015SJ00;46;132142
9722;T001345;A041916;A041911;2016SJ00;52;146994
9723;T001345;A041916;A041911;2017SJ00;52;143588
9724;T001345;A041916;A041911;2018SJ00;46;130198
9725;T001345;A041916;A041911;2019SJ00;46;128706
9726;T001345;A041916;A041911;2020SJ00;44;123515
9727;T001345;A041916;A041911;2021SJ00;43;122044
9728;T001345;A041916;A041912;1990SJ00;0;0
9729;T001345;A041916;A041912;1991SJ00;0;0
9730;T001345;A041916;A041912;1992SJ00;0;0
9731;T001345;A041916;A041912;1993SJ00;0;0
9732;T001345;A041916;A041912;1994SJ00;0;0
9733;T001345;A041916;A041912;1995SJ00;0;0
9734;T001345;A041916;A041912;1996SJ00;0;0
9735;T001345;A041916;A041912;1997SJ00;0;0
9736;T001345;A041916;A041912;1998SJ00;0;0
9737;T001345;A041916;A041912;1999SJ00;1;5073
9738;T001345;A041916;A041912;2000SJ00;1;5296
9739;T001345;A041916;A041912;2001SJ00;1;5482
9740;T001345;A041916;A041912;2002SJ00;1;5697
9741;T001345;A041916;A041912;2003SJ00;1;5806
9742;T001345;A041916;A041912;2004SJ00;1;5935
9743;T001345;A041916;A041912;2005SJ00;1;6005
9744;T001345;A041916;A041912;2006SJ00;1;6027
9745;T001345;A041916;A041912;2007SJ00;1;5971
9746;T001345;A041916;A041912;2008SJ00;1;5876
9747;T001345;A041916;A041912;2009SJ00;1;5876
9748;T001345;A041916;A041912;2010SJ00;1;5706
9749;T001345;A041916;A041912;2011SJ00;1;5600
9750;T001345;A041916;A041912;2012SJ00;1;5522
9751;T001345;A041916;A041912;2013SJ00;1;5282
9752;T001345;A041916;A041912;2014SJ00;1;5203
9753;T001345;A041916;A041912;2015SJ00;2;10383
9754;T001345;A041916;A041912;2016SJ00;0;0
9755;T001345;A041916;A041912;2017SJ00;0;0
9756;T001345;A041916;A041912;2018SJ00;0;0
9757;T001345;A041916;A041912;2019SJ00;0;0
9758;T001345;A041916;A041912;2020SJ00;0;0
9759;T001345;A041916;A041912;2021SJ00;0;0
9760;T001345;A041916;A041913;1990SJ00;0;0
9761;T001345;A041916;A041913;1991SJ00;0;0
9762;T001345;A041916;A041913;1992SJ00;0;0
9763;T001345;A041916;A041913;1993SJ00;0;0
9764;T001345;A041916;A041913;1994SJ00;0;0
9765;T001345;A041916;A041913;1995SJ00;0;0
9766;T001345;A041916;A041913;1996SJ00;0;0
9767;T001345;A041916;A041913;1997SJ00;0;0
9768;T001345;A041916;A041913;1998SJ00;0;0
9769;T001345;A041916;A041913;1999SJ00;0;0
9770;T001345;A041916;A041913;2000SJ00;0;0
9771;T001345;A041916;A041913;2001SJ00;0;0
9772;T001345;A041916;A041913;2002SJ00;0;0
9773;T001345;A041916;A041913;2003SJ00;0;0
9774;T001345;A041916;A041913;2004SJ00;0;0
9775;T001345;A041916;A041913;2005SJ00;0;0
9776;T001345;A041916;A041913;2006SJ00;0;0
9777;T001345;A041916;A041913;2007SJ00;0;0
9778;T001345;A041916;A041913;2008SJ00;0;0
9779;T001345;A041916;A041913;2009SJ00;0;0
9780;T001345;A041916;A041913;2010SJ00;0;0
9781;T001345;A041916;A041913;2011SJ00;0;0
9782;T001345;A041916;A041913;2012SJ00;0;0
9783;T001345;A041916;A041913;2013SJ00;0;0
9784;T001345;A041916;A041913;2014SJ00;0;0
9785;T001345;A041916;A041913;2015SJ00;0;0
9786;T001345;A041916;A041913;2016SJ00;0;0
9787;T001345;A041916;A041913;2017SJ00;0;0
9788;T001345;A041916;A041913;2018SJ00;0;0
9789;T001345;A041916;A041913;2019SJ00;0;0
9790;T001345;A041916;A041913;2020SJ00;0;0
9791;T001345;A041916;A041913;2021SJ00;0;0
9792;T001345;A041917;T001304;1990SJ00;683;332518
9793;T001345;A041917;T001304;1991SJ00;626;318865
9794;T001345;A041917;T001304;1992SJ00;591;308459
9795;T001345;A041917;T001304;1993SJ00;540;304867
9796;T001345;A041917;T001304;1994SJ00;472;302648
9797;T001345;A041917;T001304;1995SJ00;373;283249
9798;T001345;A041917;T001304;1996SJ00;336;267191
9799;T001345;A041917;T001304;1997SJ00;315;261109
9800;T001345;A041917;T001304;1998SJ00;282;252745
9801;T001345;A041917;T001304;1999SJ00;254;247742
9802;T001345;A041917;T001304;2000SJ00;229;241919
9803;T001345;A041917;T001304;2001SJ00;214;239427
9804;T001345;A041917;T001304;2002SJ00;181;240606
9805;T001345;A041917;T001304;2003SJ00;173;240572
9806;T001345;A041917;T001304;2004SJ00;166;241146
9807;T001345;A041917;T001304;2005SJ00;162;242381
9808;T001345;A041917;T001304;2006SJ00;160;243563
9809;T001345;A041917;T001304;2007SJ00;156;240182
9810;T001345;A041917;T001304;2008SJ00;154;237315
9811;T001345;A041917;T001304;2009SJ00;154;237882
9812;T001345;A041917;T001304;2010SJ00;154;237844
9813;T001345;A041917;T001304;2011SJ00;154;239282
9814;T001345;A041917;T001304;2012SJ00;154;245061
9815;T001345;A041917;T001304;2013SJ00;155;246264
9816;T001345;A041917;T001304;2014SJ00;153;247446
9817;T001345;A041917;T001304;2015SJ00;151;242956
9818;T001345;A041917;T001304;2016SJ00;146;242599
9819;T001345;A041917;T001304;2017SJ00;145;238559
9820;T001345;A041917;T001304;2018SJ00;145;229044
9821;T001345;A041917;T001304;2019SJ00;146;223496
9822;T001345;A041917;T001304;2020SJ00;146;217614
9823;T001345;A041917;T001304;2021SJ00;145;213087
9824;T001345;A041917;A041906;1990SJ00;74;3816
9825;T001345;A041917;A041906;1991SJ00;70;3969
9826;T001345;A041917;A041906;1992SJ00;70;4038
9827;T001345;A041917;A041906;1993SJ00;75;4360
9828;T001345;A041917;A041906;1994SJ00;58;3200
9829;T001345;A041917;A041906;1995SJ00;48;2817
9830;T001345;A041917;A041906;1996SJ00;46;2781
9831;T001345;A041917;A041906;1997SJ00;42;2557
9832;T001345;A041917;A041906;1998SJ00;40;2544
9833;T001345;A041917;A041906;1999SJ00;29;1874
9834;T001345;A041917;A041906;2000SJ00;25;1796
9835;T001345;A041917;A041906;2001SJ00;14;1014
9836;T001345;A041917;A041906;2002SJ00;5;435
9837;T001345;A041917;A041906;2003SJ00;3;236
9838;T001345;A041917;A041906;2004SJ00;3;237
9839;T001345;A041917;A041906;2005SJ00;2;161
9840;T001345;A041917;A041906;2006SJ00;2;182
9841;T001345;A041917;A041906;2007SJ00;2;149
9842;T001345;A041917;A041906;2008SJ00;1;77
9843;T001345;A041917;A041906;2009SJ00;2;170
9844;T001345;A041917;A041906;2010SJ00;1;84
9845;T001345;A041917;A041906;2011SJ00;1;81
9846;T001345;A041917;A041906;2012SJ00;1;78
9847;T001345;A041917;A041906;2013SJ00;3;238
9848;T001345;A041917;A041906;2014SJ00;1;84
9849;T001345;A041917;A041906;2015SJ00;1;82
9850;T001345;A041917;A041906;2016SJ00;1;87
9851;T001345;A041917;A041906;2017SJ00;1;97
9852;T001345;A041917;A041906;2018SJ00;1;89
9853;T001345;A041917;A041906;2019SJ00;2;161
9854;T001345;A041917;A041906;2020SJ00;1;90
9855;T001345;A041917;A041906;2021SJ00;1;86
9856;T001345;A041917;A041907;1990SJ00;104;15754
9857;T001345;A041917;A041907;1991SJ00;80;12165
9858;T001345;A041917;A041907;1992SJ00;63;9594
9859;T001345;A041917;A041907;1993SJ00;39;5830
9860;T001345;A041917;A041907;1994SJ00;39;5691
9861;T001345;A041917;A041907;1995SJ00;30;4214
9862;T001345;A041917;A041907;1996SJ00;34;5032
9863;T001345;A041917;A041907;1997SJ00;34;4879
9864;T001345;A041917;A041907;1998SJ00;33;4951
9865;T001345;A041917;A041907;1999SJ00;31;4632
9866;T001345;A041917;A041907;2000SJ00;27;4283
9867;T001345;A041917;A041907;2001SJ00;25;3727
9868;T001345;A041917;A041907;2002SJ00;15;2423
9869;T001345;A041917;A041907;2003SJ00;10;1618
9870;T001345;A041917;A041907;2004SJ00;10;1653
9871;T001345;A041917;A041907;2005SJ00;8;1293
9872;T001345;A041917;A041907;2006SJ00;11;1772
9873;T001345;A041917;A041907;2007SJ00;12;1942
9874;T001345;A041917;A041907;2008SJ00;12;1866
9875;T001345;A041917;A041907;2009SJ00;10;1516
9876;T001345;A041917;A041907;2010SJ00;11;1753
9877;T001345;A041917;A041907;2011SJ00;12;1827
9878;T001345;A041917;A041907;2012SJ00;10;1561
9879;T001345;A041917;A041907;2013SJ00;9;1502
9880;T001345;A041917;A041907;2014SJ00;9;1563
9881;T001345;A041917;A041907;2015SJ00;7;1182
9882;T001345;A041917;A041907;2016SJ00;7;1171
9883;T001345;A041917;A041907;2017SJ00;7;1246
9884;T001345;A041917;A041907;2018SJ00;8;1391
9885;T001345;A041917;A041907;2019SJ00;6;1094
9886;T001345;A041917;A041907;2020SJ00;6;1069
9887;T001345;A041917;A041907;2021SJ00;4;656
9888;T001345;A041917;A041908;1990SJ00;260;87217
9889;T001345;A041917;A041908;1991SJ00;235;79268
9890;T001345;A041917;A041908;1992SJ00;220;73487
9891;T001345;A041917;A041908;1993SJ00;189;64955
9892;T001345;A041917;A041908;1994SJ00;139;48696
9893;T001345;A041917;A041908;1995SJ00;95;33106
9894;T001345;A041917;A041908;1996SJ00;76;26794
9895;T001345;A041917;A041908;1997SJ00;67;22748
9896;T001345;A041917;A041908;1998SJ00;49;16861
9897;T001345;A041917;A041908;1999SJ00;40;13663
9898;T001345;A041917;A041908;2000SJ00;31;9968
9899;T001345;A041917;A041908;2001SJ00;33;10131
9900;T001345;A041917;A041908;2002SJ00;22;7170
9901;T001345;A041917;A041908;2003SJ00;21;6542
9902;T001345;A041917;A041908;2004SJ00;18;5769
9903;T001345;A041917;A041908;2005SJ00;22;7261
9904;T001345;A041917;A041908;2006SJ00;17;5340
9905;T001345;A041917;A041908;2007SJ00;16;5226
9906;T001345;A041917;A041908;2008SJ00;14;4203
9907;T001345;A041917;A041908;2009SJ00;16;4760
9908;T001345;A041917;A041908;2010SJ00;15;4562
9909;T001345;A041917;A041908;2011SJ00;15;4632
9910;T001345;A041917;A041908;2012SJ00;16;4873
9911;T001345;A041917;A041908;2013SJ00;16;4983
9912;T001345;A041917;A041908;2014SJ00;16;5251
9913;T001345;A041917;A041908;2015SJ00;18;5911
9914;T001345;A041917;A041908;2016SJ00;14;4251
9915;T001345;A041917;A041908;2017SJ00;15;5089
9916;T001345;A041917;A041908;2018SJ00;17;5953
9917;T001345;A041917;A041908;2019SJ00;18;6104
9918;T001345;A041917;A041908;2020SJ00;20;6885
9919;T001345;A041917;A041908;2021SJ00;22;7207
9920;T001345;A041917;A041909;1990SJ00;150;106576
9921;T001345;A041917;A041909;1991SJ00;145;103233
9922;T001345;A041917;A041909;1992SJ00;142;100380
9923;T001345;A041917;A041909;1993SJ00;136;96842
9924;T001345;A041917;A041909;1994SJ00;126;90235
9925;T001345;A041917;A041909;1995SJ00;85;62584
9926;T001345;A041917;A041909;1996SJ00;68;51098
9927;T001345;A041917;A041909;1997SJ00;58;43925
9928;T001345;A041917;A041909;1998SJ00;42;31798
9929;T001345;A041917;A041909;1999SJ00;40;30555
9930;T001345;A041917;A041909;2000SJ00;36;27156
9931;T001345;A041917;A041909;2001SJ00;36;27732
9932;T001345;A041917;A041909;2002SJ00;31;23333
9933;T001345;A041917;A041909;2003SJ00;33;25058
9934;T001345;A041917;A041909;2004SJ00;32;25356
9935;T001345;A041917;A041909;2005SJ00;28;22284
9936;T001345;A041917;A041909;2006SJ00;27;21151
9937;T001345;A041917;A041909;2007SJ00;26;20549
9938;T001345;A041917;A041909;2008SJ00;27;20621
9939;T001345;A041917;A041909;2009SJ00;27;20955
9940;T001345;A041917;A041909;2010SJ00;27;20812
9941;T001345;A041917;A041909;2011SJ00;25;19341
9942;T001345;A041917;A041909;2012SJ00;26;19995
9943;T001345;A041917;A041909;2013SJ00;26;19715
9944;T001345;A041917;A041909;2014SJ00;25;18311
9945;T001345;A041917;A041909;2015SJ00;24;17270
9946;T001345;A041917;A041909;2016SJ00;18;11929
9947;T001345;A041917;A041909;2017SJ00;17;11980
9948;T001345;A041917;A041909;2018SJ00;16;12302
9949;T001345;A041917;A041909;2019SJ00;18;13944
9950;T001345;A041917;A041909;2020SJ00;17;12972
9951;T001345;A041917;A041909;2021SJ00;16;11908
9952;T001345;A041917;A041910;1990SJ00;94;116919
9953;T001345;A041917;A041910;1991SJ00;95;118028
9954;T001345;A041917;A041910;1992SJ00;94;116363
9955;T001345;A041917;A041910;1993SJ00;97;122707
9956;T001345;A041917;A041910;1994SJ00;99;127882
9957;T001345;A041917;A041910;1995SJ00;91;121411
9958;T001345;A041917;A041910;1996SJ00;86;116493
9959;T001345;A041917;A041910;1997SJ00;87;119750
9960;T001345;A041917;A041910;1998SJ00;89;124338
9961;T001345;A041917;A041910;1999SJ00;77;105771
9962;T001345;A041917;A041910;2000SJ00;72;99370
9963;T001345;A041917;A041910;2001SJ00;67;93365
9964;T001345;A041917;A041910;2002SJ00;63;86886
9965;T001345;A041917;A041910;2003SJ00;60;82922
9966;T001345;A041917;A041910;2004SJ00;56;78365
9967;T001345;A041917;A041910;2005SJ00;53;75742
9968;T001345;A041917;A041910;2006SJ00;52;74166
9969;T001345;A041917;A041910;2007SJ00;49;71594
9970;T001345;A041917;A041910;2008SJ00;52;77196
9971;T001345;A041917;A041910;2009SJ00;50;73200
9972;T001345;A041917;A041910;2010SJ00;53;77660
9973;T001345;A041917;A041910;2011SJ00;54;79315
9974;T001345;A041917;A041910;2012SJ00;51;74477
9975;T001345;A041917;A041910;2013SJ00;52;76786
9976;T001345;A041917;A041910;2014SJ00;53;78152
9977;T001345;A041917;A041910;2015SJ00;53;78742
9978;T001345;A041917;A041910;2016SJ00;57;82284
9979;T001345;A041917;A041910;2017SJ00;61;90131
9980;T001345;A041917;A041910;2018SJ00;64;95994
9981;T001345;A041917;A041910;2019SJ00;64;94336
9982;T001345;A041917;A041910;2020SJ00;67;97091
9983;T001345;A041917;A041910;2021SJ00;68;96586
9984;T001345;A041917;A041911;1990SJ00;1;2236
9985;T001345;A041917;A041911;1991SJ00;1;2202
9986;T001345;A041917;A041911;1992SJ00;2;4597
9987;T001345;A041917;A041911;1993SJ00;4;10173
9988;T001345;A041917;A041911;1994SJ00;11;26944
9989;T001345;A041917;A041911;1995SJ00;24;59117
9990;T001345;A041917;A041911;1996SJ00;26;64993
9991;T001345;A041917;A041911;1997SJ00;27;67250
9992;T001345;A041917;A041911;1998SJ00;29;72253
9993;T001345;A041917;A041911;1999SJ00;37;91247
9994;T001345;A041917;A041911;2000SJ00;38;99346
9995;T001345;A041917;A041911;2001SJ00;39;103458
9996;T001345;A041917;A041911;2002SJ00;45;120359
9997;T001345;A041917;A041911;2003SJ00;46;124196
9998;T001345;A041917;A041911;2004SJ00;47;129766
9999;T001345;A041917;A041911;2005SJ00;49;135640
